evidence_id,company_id,event_id,transaction_id,entity_id,source_file,pdf_page_start,pdf_page_end,document_page_start,document_page_end,source_section,source_line_range,evidence_text,evidence_summary,evidence_type,evidence_sha256,supported_fields,supported_value_source_type,review_status
EVD-688726-0004,688726,EVT-688726-0004,,,688726_laplace_ipo_application_20230619.pdf,39,39,38,38,报告期内股本和股东变化,PDF第39页/正文第38页,源表第4项：2020-12增资，注册资本/股本由992.3462增至1102.6069万元，认缴对价合计1355.1046万元。,源表第4项：2020-12增资，注册资本/股本由992.3462增至1102.6069万元，认缴对价合计1355.1046万元。,TABLE,19ec0a50140a9e8af1fc8a7115de84a26001a6085139cd64840f70f7134f50ba,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0005,688726,EVT-688726-0005,,,688726_laplace_ipo_application_20230619.pdf,39,39,38,38,报告期内股本和股东变化,PDF第39页/正文第38页,源表第5项：2021-06股权转让6笔，可核验对价合计1152.0000万元。,源表第5项：2021-06股权转让6笔，可核验对价合计1152.0000万元。,TABLE,47688e6fae1ee3a45044725629251c08dcb4abc4130cee8fcf704a05cbe36182,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0006,688726,EVT-688726-0006,,,688726_laplace_ipo_application_20230619.pdf,39,39,38,38,报告期内股本和股东变化,PDF第39页/正文第38页,源表第6项：2021-09增资，注册资本/股本由1102.6069增至1304.7517万元，认缴对价合计33000.0000万元。,源表第6项：2021-09增资，注册资本/股本由1102.6069增至1304.7517万元，认缴对价合计33000.0000万元。,TABLE,087e8397244a5cc467411c4706c5d715cb4c6076aca731af0165e0c543dd38af,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0007,688726,EVT-688726-0007,,,688726_laplace_ipo_application_20230619.pdf,39,39,38,38,报告期内股本和股东变化,PDF第39页/正文第38页,源表第7项：2021-10股权转让4笔，可核验对价合计4500.0000万元。,源表第7项：2021-10股权转让4笔，可核验对价合计4500.0000万元。,TABLE,7a2996e07650f0ae62fc0299742ba55a42f54cb3cd7fb60a115583fb6306d8c0,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0008,688726,EVT-688726-0008,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第8项：2021-12股权转让2笔，可核验对价合计0.0002万元。,源表第8项：2021-12股权转让2笔，可核验对价合计0.0002万元。,TABLE,f40835888687ab827535448e8452178f5c8117cd394a7c8979fd4270558d2387,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0009,688726,EVT-688726-0009,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第9项：2021-12增资，注册资本/股本由1304.7517增至1384.3845万元，认缴对价合计13000.0000万元。,源表第9项：2021-12增资，注册资本/股本由1304.7517增至1384.3845万元，认缴对价合计13000.0000万元。,TABLE,caeda03a4a962041773df95ef74ecf6c62dbd8c41c1e063e0ae69f04070a6f8d,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0010,688726,EVT-688726-0010,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第10项：2022-04股权转让3笔，可核验对价合计8000.0000万元。,源表第10项：2022-04股权转让3笔，可核验对价合计8000.0000万元。,TABLE,a2808cd26dbf8e87161647d848f9e2161d9badb52eda7914c60ae39f138a83d1,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0011,688726,EVT-688726-0011,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第11项：2022-05股权转让2笔，可核验对价合计2300.0000万元。,源表第11项：2022-05股权转让2笔，可核验对价合计2300.0000万元。,TABLE,e2ec0be3c887b7049224042a7b3e7b575372538691cf1cad73c16bf0c299e67e,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0012,688726,EVT-688726-0012,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第12项：2022-05增资，注册资本/股本由1384.3845增至1390.5101万元，认缴对价合计1000.0000万元。,源表第12项：2022-05增资，注册资本/股本由1384.3845增至1390.5101万元，认缴对价合计1000.0000万元。,TABLE,8dd9299c0797a5bb266a3dda853084cebe8ef2decb354e2ac8468c0c8e9007a9,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0013,688726,EVT-688726-0013,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第13项：2022-07增资，注册资本/股本由1390.5101增至1422.7699万元，认缴对价合计11600.0000万元。,源表第13项：2022-07增资，注册资本/股本由1390.5101增至1422.7699万元，认缴对价合计11600.0000万元。,TABLE,c3a99b88aa4e5c8f40593b042ad761f4f2306f7b5850e815d57e89dcffb73015,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0014,688726,EVT-688726-0014,,,688726_laplace_ipo_application_20230619.pdf,40,40,39,39,报告期内股本和股东变化,PDF第40页/正文第39页,源表第14项：2022-07增资，注册资本/股本由1422.7699增至1466.9882万元，认缴对价合计15900.0000万元。,源表第14项：2022-07增资，注册资本/股本由1422.7699增至1466.9882万元，认缴对价合计15900.0000万元。,TABLE,dfaf8c77902aa8ab9a32c71930ec84ae6c799a63c2e191c2e2df69936aaea130,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0015,688726,EVT-688726-0015,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,源表第15项：2022-08股权转让5笔，可核验对价合计19873.5127万元。,源表第15项：2022-08股权转让5笔，可核验对价合计19873.5127万元。,TABLE,ff542577ea8ecb0a0ff3dfd9602d116162d69fbc4af0a509a9560e203a4ef29d,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0016,688726,EVT-688726-0016,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,源表第16项：2022-08增资，注册资本/股本由1466.9882增至1518.1590万元，认缴对价合计9200.0000万元。,源表第16项：2022-08增资，注册资本/股本由1466.9882增至1518.1590万元，认缴对价合计9200.0000万元。,TABLE,f2ec90bda36d241fbef3288fa12051f504203a7e5a5913a7aa6121562f0e85ab,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0017,688726,EVT-688726-0017,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,源表第17项：2022-11股权转让3笔，可核验对价合计7005.8789万元。,源表第17项：2022-11股权转让3笔，可核验对价合计7005.8789万元。,TABLE,12cdf6be18ae6f4592e22db0954e0fc083366b8c720a918a52320f488d3ae535,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0018,688726,EVT-688726-0018,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,源表第18项：2022-12增资，注册资本/股本由1518.1590增至1665.4205万元，认缴对价合计67900.0000万元。,源表第18项：2022-12增资，注册资本/股本由1518.1590增至1665.4205万元，认缴对价合计67900.0000万元。,TABLE,e5ac579babeafdb3762212843c3cdf87d3a9257da102a4fdf2ec6b76cbe86995,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0019,688726,EVT-688726-0019,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,"源表第19项：2022年12月资本公积转增股本，股本由1,665.4205万股增至36,000万股。","源表第19项：2022年12月资本公积转增股本，股本由1,665.4205万股增至36,000万股。",TABLE,7ca27e741a0c87deca46c5cce72d4a2d1ba9d5aa4d23d1cc6b93ddf7254bcf86,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0020,688726,EVT-688726-0020,,,688726_laplace_ipo_application_20230619.pdf,41,41,40,40,报告期内股本和股东变化,PDF第41页/正文第40页,源表第20项：2022-12增资，注册资本/股本由36000.0000增至36479.3570万元，认缴对价合计3987.0000万元。,源表第20项：2022-12增资，注册资本/股本由36000.0000增至36479.3570万元，认缴对价合计3987.0000万元。,TABLE,d830c19a75baba7597920684228a229e22158c402eac106d2e3306c226ffd8dd,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0098,688726,EVT-688726-OC,,,688726_laplace_ipo_application_20230619.pdf,35,35,34,34,股份公司设立情况,PDF第35页/正文第34页,"2022年11月24日整体变更为股份公司，折合股本1,518.1590万股。","2022年11月24日整体变更为股份公司，折合股本1,518.1590万股。",TABLE,7db9606f4f2637d05b0bde61d46ea9297199112f54552a6de4353a76e2a45f3a,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0099,688726,,,,688726_laplace_ipo_application_20230619.pdf,121,121,120,120,申报时存在私募投资基金等金融产品股东的情况,PDF第121页/正文第120页,招股书列明29名机构股东均已在中国证券投资基金业协会完成私募基金备案，并逐一披露基金编号及管理人。,招股书列明29名机构股东均已在中国证券投资基金业协会完成私募基金备案，并逐一披露基金编号及管理人。,TABLE,1096859019cafedc2a4ef0b6f18a202538de19da16e53413c349bf92a92c2c20,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0100,688726,,,,688726_laplace_ipo_application_20230619.pdf,120,120,119,119,申报时存在私募投资基金等金融产品股东的情况,PDF第120页/正文第119页,招股书列明17名机构股东无需私募基金备案，其中包括员工持股平台、自有投资平台及未对外募集资金的平台。,招股书列明17名机构股东无需私募基金备案，其中包括员工持股平台、自有投资平台及未对外募集资金的平台。,TABLE,b317598b60b97c492022fe85ae1d5a2bde28c474bcc5b314f221ce5e5d5bd594,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
